"Call","Date","Prec","Check","Sec","Class","ClassWFD","SpcNum","Name","State","County","Grid","1010","CWOps","Pwr","Future","Future","Future","Future","Future"
"W6DW","2024/10/16","","30","EB","","","","","CA","","","","","","","","","","",""
"W6EB","2024/10/16","","65","SCV","","","","","CA","","","","","","","","","","",""
"W6EEN","2024/10/16","","51","ORG","","","","","CA","","","","","","","","","","",""
"W6EJJ","2024/10/16","","0","LAX","","","","","CA","","","","","","","","","","",""
"W6EO","2024/10/16","","38","SV","","","","","CA","","","","","","","","","","",""
"W6ESJ","2024/10/16","","56","SF","","","","","CA","","","","","","","","","","",""
"W6EU","2024/10/16","","58","SV","","","","","CA","","","","","","","","","","",""
"W6EWS","2024/10/16","","10","LAX","","","","","CA","","","","","","","","","","",""
"W6FA","2024/10/16","","49","SV","","","","","CA","","","","","","","","","","",""
"W6FB","2024/10/16","","71","LA","","","","","LA","","","","","","","","","","",""
"W6FDU","2024/10/16","","57","SCV","","","","","CA","","","","","","","","","","",""
"W6FEL","2024/10/16","","63","SCV","","","","","CA","","","","","","","","","","",""
"W6FFH","2024/10/16","","49","LAX","","","","","CA","","","","","","","","","","",""
"W6FPS","2024/10/16","","88","ORG","","","","","CA","","","","","","","","","","",""
"W6FRH","2024/10/16","","97","SJV","","","","","CA","","","","","","","","","","",""
"W6FUV","2024/10/16","","56","SCV","","","","","CA","","","","","","","","","","",""
"W6GAE","2024/10/16","","17","EB","","","","","CA","","","","","","","","","","",""
"W6GDK","2024/10/16","","63","SDG","","","","","CA","","","","","","","","","","",""
"W6GF","2024/10/16","","68","EB","","","","","CA","","","","","","","","","","",""
"W6GJB","2024/10/16","","58","SCV","","","","","CA","","","","","","","","","","",""
"W6GL","2024/10/16","","69","SB","","","","","CA","","","","","","","","","","",""
"W6GMT","2024/10/16","","0","MN","","","","","MN","","","","","","","","","","",""
"W6GS","2024/10/16","","0","SF","","","","","CA","","","","","","","","","","",""
"W6GY","2024/10/16","","80","ID","","","","","ID","","","","","","","","","","",""
"W6HF","2024/10/16","","0","SF","","","","","CA","","","","","","","","","","",""
"W6HFM","2024/10/16","","3","SV","","","","","CA","","","","","","","","","","",""
"W6HT","2024/10/16","","49","ORG","","","","","CA","","","","","","","","","","",""
"W6HYK","2024/10/16","","50","SB","","","","","CA","","","","","","","","","","",""
"W6IA","2024/10/16","","78","SCV","","","","","CA","","","","","","","","","","",""
"W6IEE","2024/10/16","","0","LAX","","","","","CA","","","","","","","","","","",""
"W6IHG","2024/10/16","","50","VA","","","","","VA","","","","","","","","","","",""
"W6IM","2024/10/16","","67","SDG","","","","","CA","","","","","","","","","","",""
"W6IO","2024/10/16","","35","SCV","","","","","CA","","","","","","","","","","",""
"W6IOS","2024/10/16","","90","SCV","","","","","CA","","","","","","","","","","",""
"W6ISO","2024/10/16","","50","SCV","","","","","CA","","","","","","","","","","",""
"W6ISQ","2024/10/16","","35","SCV","","","","","CA","","","","","","","","","","",""
"W6IXP","2024/10/16","","55","SV","","","","","CA","","","","","","","","","","",""
"W6IYS","2024/10/16","","52","SF","","","","","CA","","","","","","","","","","",""
"W6JBR","2024/10/16","","69","SDG","","","","","CA","","","","","","","","","","",""
"W6JCW","2024/10/16","","60","SCV","","","","","CA","","","","","","","","","","",""
"W6JGR","2024/10/16","","82","SF","","","","","CA","","","","","","","","","","",""
"W6JK","2024/10/16","","70","LAX","","","","","CA","","","","","","","","","","",""
"W6JMZ","2024/10/16","","7","SCV","","","","","CA","","","","","","","","","","",""
"W6JNU","2024/10/16","","56","ORG","","","","","CA","","","","","","","","","","",""
"W6JTI","2024/10/16","","57","SF","","","","","CA","","","","","","","","","","",""
"W6JV","2024/10/16","","63","WCF","","","","","FL","","","","","","","","","","",""
"W6JWP","2024/10/16","","10","SB","","","","","CA","","","","","","","","","","",""
"W6JYT","2024/10/16","","74","AZ","","","","","AZ","","","","","","","","","","",""
"W6JZH","2024/10/16","","57","EB","","","","","CA","","","","","","","","","","",""
"W6K","2024/10/16","","69","EB","","","","","CA","","","","","","","","","","",""
"W6KAT","2024/10/16","","57","LAX","","","","","CA","","","","","","","","","","",""
"W6KC","2024/10/16","","59","LAX","","","","","CA","","","","","","","","","","",""
"W6KK","2024/10/16","","63","ORG","","","","","CA","","","","","","","","","","",""
"W6KR","2024/10/16","","75","EB","","","","","CA","","","","","","","","","","",""
"W6KW","2024/10/16","","58","GA","","","","","GA","","","","","","","","","","",""
"W6KY","2024/10/16","","58","SDG","","","","","CA","","","","","","","","","","",""
"W6LAX","2024/10/16","","60","LAX","","","","","CA","","","","","","","","","","",""
"W6LD","2024/10/16","","68","SCV","","","","","CA","","","","","","","","","","",""
"W6LFB","2024/10/16","","61","NTX","","","","","TX","","","","","","","","","","",""
"W6LG","2024/10/16","","63","SV","","","","","CA","","","","","","","","","","",""
"W6LP","2024/10/16","","91","SV","","","","","CA","","","","","","","","","","",""
"W6LPW","2024/10/16","","57","SCV","","","","","CA","","","","","","","","","","",""
"W6LX","2024/10/16","","75","LAX","","","","","CA","","","","","","","","","","",""
"W6MDA","2024/10/16","","85","ORG","","","","","CA","","","","","","","","","","",""
"W6ML","2024/10/16","","59","SJV","","","","","CA","","","","","","","","","","",""
"W6MM","2024/10/16","","0","ID","","","","","ID","","","","","","","","","","",""
"W6MMG","2024/10/16","","40","SCV","","","","","CA","","","","","","","","","","",""
"W6MOT","2024/10/16","","98","SDG","","","","","CA","","","","","","","","","","",""
"W6MSB","2024/10/16","","85","SCV","","","","","CA","","","","","","","","","","",""
"W6MVW","2024/10/16","","51","SDG","","","","","CA","","","","","","","","","","",""
"W6MY","2024/10/16","","61","SV","","","","","CA","","","","","","","","","","",""
"W6MZ","2024/10/16","","69","SDG","","","","","CA","","","","","","","","","","",""
"W6NEV","2024/10/16","","61","SCV","","","","","CA","","","","","","","","","","",""
"W6NF","2024/10/16","","57","MN","","","","","MN","","","","","","","","","","",""
"W6NIZ","2024/10/16","","58","CO","","","","","CO","","","","","","","","","","",""
"W6NK","2024/10/16","","65","SB","","","","","CA","","","","","","","","","","",""
"W6NKR","2024/10/16","","36","SV","","","","","CA","","","","","","","","","","",""
"W6NL","2024/10/16","","76","SCV","","","","","CA","","","","","","","","","","",""
"W6NN","2024/10/16","","9","SCV","","","","","CA","","","","","","","","","","",""
"W6NRJ","2024/10/16","","59","MDC","","","","","MD","","","","","","","","","","",""
"W6NS","2024/10/16","","98","NV","","","","","NV","","","","","","","","","","",""
"W6NT","2024/10/16","","36","ORG","","","","","CA","","","","","","","","","","",""
"W6NU","2024/10/16","","56","SCV","","","","","CA","","","","","","","","","","",""
"W6NUC","2024/10/16","","98","SV","","","","","CA","","","","","","","","","","",""
"W6NV","2024/10/16","","59","EB","","","","","CA","","","","","","","","","","",""
"W6NWF","2024/10/16","","0","SDG","","","","","CA","","","","","","","","","","",""
"W6NWS","2024/10/16","","59","NC","","","","","NC","","","","","","","","","","",""
"W6OA","2024/10/16","","54","EB","","","","","CA","","","","","","","","","","",""
"W6OAT","2024/10/16","","58","WWA","","","","","WA","","","","","","","","","","",""
"W6OGC","2024/10/16","","59","SDG","","","","","CA","","","","","","","","","","",""
"W6ONV","2024/10/16","","95","EB","","","","","CA","","","","","","","","","","",""
"W6OPO","2024/10/16","","61","SCV","","","","","CA","","","","","","","","","","",""
"W6OSP","2024/10/16","","49","EB","","","","","CA","","","","","","","","","","",""
"W6PH","2024/10/16","","55","ORG","","","","","CA","","","","","","","","","","",""
"W6PHO","2024/10/16","","56","SJV","","","","","CA","","","","","","","","","","",""
"W6PJ","2024/10/16","","56","AZ","","","","","AZ","","","","","","","","","","",""
"W6PNG","2024/10/16","","99","ORG","","","","","CA","","","","","","","","","","",""
"W6PNY","2024/10/16","","9","ND","","","","","ND","","","","","","","","","","",""
"W6PRB","2024/10/16","","0","SB","","","","","CA","","","","","","","","","","",""
"W6PRI","2024/10/16","","58","SCV","","","","","CA","","","","","","","","","","",""
"W6PZ","2024/10/16","","56","SF","","","","","CA","","","","","","","","","","",""
"W6PZA","2024/10/16","","13","EB","","","","","CA","","","","","","","","","","",""
"W6QEU","2024/10/16","","36","SV","","","","","CA","","","","","","","","","","",""
"W6RA","2024/10/16","","0","OR","","","","","OR","","","","","","","","","","",""
"W6RCL","2024/10/16","","58","LAX","","","","","CA","","","","","","","","","","",""
"W6RD","2024/10/16","","63","ND","","","","","ND","","","","","","","","","","",""
"W6RDF","2024/10/16","","58","SDG","","","","","CA","","","","","","","","","","",""
"W6REK","2024/10/16","","94","SCV","","","","","CA","","","","","","","","","","",""
"W6RFF","2024/10/16","","38","SV","","","","","CA","","","","","","","","","","",""
"W6RJ","2024/10/16","","53","SJV","","","","","CA","","","","","","","","","","",""
"W6RJQ","2024/10/16","","54","SB","","","","","CA","","","","","","","","","","",""
"W6RK","2024/10/16","","83","SV","","","","","CA","","","","","","","","","","",""
"W6RKC","2024/10/16","","62","SV","","","","","CA","","","","","","","","","","",""
"W6RLL","2024/10/16","","55","AZ","","","","","AZ","","","","","","","","","","",""
"W6RN","2024/10/16","","92","SCV","","","","","CA","","","","","","","","","","",""
"W6RQ","2024/10/16","","2","SCV","","","","","CA","","","","","","","","","","",""
"W6RTW","2024/10/16","","64","ORG","","","","","CA","","","","","","","","","","",""
"W6RW","2024/10/16","","63","AZ","","","","","AZ","","","","","","","","","","",""
"W6RWM","2024/10/16","","76","SCV","","","","","CA","","","","","","","","","","",""
"W6RYI","2024/10/16","","88","SCV","","","","","CA","","","","","","","","","","",""
"W6SC","2024/10/16","","61","SCV","","","","","CA","","","","","","","","","","",""
"W6SDM","2024/10/16","","66","AZ","","","","","AZ","","","","","","","","","","",""
"W6SGJ","2024/10/16","","52","WWA","","","","","WA","","","","","","","","","","",""
"W6SJ","2024/10/16","","51","ORG","","","","","CA","","","","","","","","","","",""
"W6SLT","2024/10/16","","0","SJV","","","","","CA","","","","","","","","","","",""
"W6SR","2024/10/16","","65","SV","","","","","CA","","","","","","","","","","",""
"W6SW","2024/10/16","","66","LAX","","","","","CA","","","","","","","","","","",""
"W6SWC","2024/10/16","","6","SV","","","","","CA","","","","","","","","","","",""
"W6SWT","2024/10/16","","14","SJV","","","","","CA","","","","","","","","","","",""
"W6SX","2024/10/16","","56","SJV","","","","","CA","","","","","","","","","","",""
"W6SZN","2024/10/16","","58","WWA","","","","","WA","","","","","","","","","","",""
"W6TA","2024/10/16","","58","LAX","","","","","CA","","","","","","","","","","",""
"W6TAI","2024/10/16","","0","ORG","","","","","CA","","","","","","","","","","",""
"W6TAN","2024/10/16","","78","SDG","","","","","CA","","","","","","","","","","",""
"W6TD","2024/10/16","","55","ORG","","","","","CA","","","","","","","","","","",""
"W6TE","2024/10/16","","62","SJV","","","","","CA","","","","","","","","","","",""
"W6TED","2024/10/16","","18","SDG","","","","","CA","","","","","","","","","","",""
"W6TER","2024/10/16","","54","NM","","","","","NM","","","","","","","","","","",""
"W6TK","2024/10/16","","57","SB","","","","","CA","","","","","","","","","","",""
"W6TKV","2024/10/16","","52","ORG","","","","","CA","","","","","","","","","","",""
"W6TMV","2024/10/16","","64","CO","","","","","CO","","","","","","","","","","",""
"W6TQG","2024/10/16","","0","SCV","","","","","CA","","","","","","","","","","",""
"W6TVQ","2024/10/16","","17","LAX","","","","","CA","","","","","","","","","","",""
"W6UB","2024/10/16","","54","TN","","","","","TN","","","","","","","","","","",""
"W6UDO","2024/10/16","","66","OR","","","","","OR","","","","","","","","","","",""
"W6UDX","2024/10/16","","53","SJV","","","","","CA","","","","","","","","","","",""
"W6UE","2024/10/16","","23","LAX","","","","","CA","","","","","","","","","","",""
"W6UFT","2024/10/16","","54","ORG","","","","","CA","","","","","","","","","","",""
"W6UQ","2024/10/16","","47","SCV","","","","","CA","","","","","","","","","","",""
"W6US","2024/10/16","","92","NV","","","","","NV","","","","","","","","","","",""
"W6UW","2024/10/16","","21","SCV","","","","","CA","","","","","","","","","","",""
"W6UX","2024/10/16","","96","ORG","","","","","CA","","","","","","","","","","",""
"W6VAR","2024/10/16","","7","EB","","","","","CA","","","","","","","","","","",""
"W6VH","2024/10/16","","98","SF","","","","","CA","","","","","","","","","","",""
"W6VM","2024/10/16","","85","OH","","","","","OH","","","","","","","","","","",""
"W6VMT","2024/10/16","","11","SV","","","","","CA","","","","","","","","","","",""
"W6VNQ","2024/10/16","","93","SV","","","","","CA","","","","","","","","","","",""
"W6WDY","2024/10/16","","60","LAX","","","","","CA","","","","","","","","","","",""
"W6WG","2024/10/16","","63","SJV","","","","","CA","","","","","","","","","","",""
"W6WI","2024/10/16","","95","SJV","","","","","CA","","","","","","","","","","",""
"W6WQC","2024/10/16","","41","LAX","","","","","CA","","","","","","","","","","",""
"W6WS","2024/10/16","","74","SCV","","","","","CA","","","","","","","","","","",""
"W6WY","2024/10/16","","79","SV","","","","","CA","","","","","","","","","","",""
"W6XB","2024/10/16","","62","SV","","","","","CA","","","","","","","","","","",""
"W6XI","2024/10/16","","56","AZ","","","","","AZ","","","","","","","","","","",""
"W6XK","2024/10/16","","0","SJV","","","","","CA","","","","","","","","","","",""
"W6XR","2024/10/16","","0","WNY","","","","","NY","","","","","","","","","","",""
"W6XU","2024/10/16","","72","SF","","","","","CA","","","","","","","","","","",""
"W6XX","2024/10/16","","53","SCV","","","","","CA","","","","","","","","","","",""
"W6YA","2024/10/16","","54","SDG","","","","","CA","","","","","","","","","","",""
"W6YDE","2024/10/16","","77","SJV","","","","","CA","","","","","","","","","","",""
"W6YI","2024/10/16","","56","SDG","","","","","CA","","","","","","","","","","",""
"W6YL","2024/10/16","","69","SCV","","","","","CA","","","","","","","","","","",""
"W6YOO","2024/10/16","","73","SDG","","","","","CA","","","","","","","","","","",""
"W6YR","2024/10/16","","67","ORG","","","","","CA","","","","","","","","","","",""
"W6YV","2024/10/16","","19","LAX","","","","","CA","","","","","","","","","","",""
"W6YX","2024/10/16","","22","SCV","","","","","CA","","","","","","","","","","",""
"W6ZB","2024/10/16","","22","SJV","","","","","CA","","","","","","","","","","",""
"W6ZF","2024/10/16","","81","EMA","","","","","MA","","","","","","","","","","",""
"W6ZL","2024/10/16","","66","ORG","","","","","CA","","","","","","","","","","",""
